DATE,CORESTICKM158SFRBATL
2016-07-01,2.6072454666666667
2016-10-01,2.3967770000000000
2017-01-01,1.9323392333333333
2017-04-01,1.6358520000000000
2017-07-01,2.4778250000000000
2017-10-01,2.4713653333333333
2018-01-01,2.8998976666666667
2018-04-01,2.3671336666666667
2018-07-01,2.1136293333333333
2018-10-01,2.4807480000000000
2019-01-01,2.6394380000000000
2019-04-01,2.4558423333333333
2019-07-01,2.8549423333333333
2019-10-01,3.0404213333333333
2020-01-01,2.2481940000000000
2020-04-01,0.14246690000000000000
2020-07-01,2.9645120333333333
2020-10-01,1.5928098000000000
2021-01-01,2.2101965666666667
2021-04-01,3.6457806666666667
2021-07-01,3.1308066666666667
2021-10-01,4.9811016666666667
2022-01-01,6.5163520000000000
2022-04-01,7.1097870000000000
2022-07-01,6.9880243333333333
2022-10-01,5.8699250000000000
2023-01-01,5.8605585100000000
